HPO ID	English term	Italian term
HP:0000649	Abnormality of vision evoked potentials	anomalia dei potenziali evocati da visione
HP:0000650	Reduced amplitude of pattern visual evoked potentials	ridotta ampiezza dei potenziali evocati da pattern visivi
HP:0000651	Diplopia	diplopia
HP:0000652	Lower eyelid coloboma	coloboma palpebrale inferiore
HP:0000653	Sparse eyelashes	ciglia rade
HP:0000654	Decreased electroretinogram (ERG) amplitude	diminuita ampiezza dell'elettroretinogramma (ERG)
HP:0000655	Vitreoretinal degeneration	degenerazione vitreoretinica
HP:0000656	Ectropion	Ectropion
HP:0000657	Oculomotor apraxia	aprassia oculomotoria
HP:0000658	Eyelid apraxia	aprassia palpebrale
HP:0000659	Peters anomaly	anomalia di Peters
HP:0000660	Lipemia retinalis	lipemia retinale
HP:0000661	Palpebral fissure narrowing on adduction	fenditura palpebrale con restringimento all'adduzione
HP:0000662	Night blindness	emeralopia
HP:0000664	Synophrys	sinofria
HP:0000666	Horizontal nystagmus	nistagmo orizzontale
HP:0000667	Phthisis bulbi	ftisi bulbare
HP:0000668	Hypodontia	ipodonzia
HP:0000670	Carious teeth	denti cariati
HP:0000674	Anodontia	anodonzia
HP:0000675	Macrodontia of permanent maxillary central incisor	macrodonzia dell'incisivo centrale mascellare permanente
HP:0000676	Abnormality of the incisor	anomalia dell'incisivo
HP:0000677	Oligodontia	oligodonzia
HP:0000678	Dental crowding	affollamento dentale
HP:0000679	Taurodontia	taurodonzia
HP:0000680	Delayed eruption of primary teeth	eruzione ritardata dei denti primari
HP:0000682	Abnormality of dental enamel	anomalia dello smalto dentale
HP:0000683	Grayish enamel	smalto grigiastro
HP:0000684	Delayed eruption of teeth	ritardata eruzione dei denti
HP:0000685	Hypoplasia of teeth	ipoplasia dei denti
HP:0000687	Widely spaced teeth	denti ampiamente spaziati 
HP:0000689	Dental malocclusion	malocclusione dentale
HP:0000690	Agenesis of maxillary lateral incisor	agenesia dell'incisivo laterale mascellare
HP:0000691	Microdontia	microdonzia
HP:0000692	Misalignment of teeth	disallineamento dei denti
HP:0000694	Shell teeth	denti di Shell
HP:0000695	Natal tooth	dente di Natal
HP:0000696	Delayed eruption of permanent teeth	ritardata eruzione dei denti permanenti
HP:0000698	Conical teeth	denti conici
HP:0000699	Diastema	diastema
HP:0000700	Periapical radiolucency	radiotrasparenza periapicale
HP:0000703	Dentinogenesis imperfecta	dentinogenesi imperfetta
HP:0000704	Periodontitis	parodontite
HP:0000705	Amelogenesis imperfecta	amelogenesi imperfetta
HP:0000706	Unerupted tooth	mancata eruzione denti
HP:0000707	Abnormality of the nervous system	anomalia del sistema nervoso
HP:0000708	Behavioural/Psychiatric Abnormality	anomalie psichiatrico/comportamentali
HP:0000709	Psychosis	psicosi
HP:0000710	Hyperorality	iperoralità
HP:0000711	Restlessness	irrequietezza
HP:0000712	Emotional lability	labilità emotiva
HP:0000713	Agitation	agitazione
HP:0000716	Depression	depressione
HP:0000717	Autism	autismo
HP:0000718	Aggressive behavior	comportamento aggressivo
HP:0000719	Inappropriate behavior	comportamento inadeguato
HP:0000720	Mood swings	sbalzi d'umore
HP:0000721	Lack of spontaneous play	mancanza di gioco spontaneo
HP:0000722	Obsessive-compulsive disorder	disturbo ossessivo-compulsivo
HP:0000723	Restrictive behavior	comportamento restrittivo
HP:0000725	Psychotic episodes	episodi psicotici
HP:0000726	Dementia	demenza
HP:0000727	Frontal lobe dementia	demenza del lobo frontale
HP:0000728	Impaired ability to form peer relationships	alterata capacità di costruire relazioni tra pari
HP:0000729	Autism spectrum disorder	disturbo dello spettro autistico
HP:0000732	Inflexible adherence to routines or rituals	rigida conformità alla routine o a riti
HP:0000733	Stereotypic behavior	comportamento stereotipato
HP:0000734	Disinhibition	disinibizione
HP:0000735	Impaired social interactions	alterata interazioni sociali
HP:0000736	Short attention span	breve durata dell'attenzione
HP:0000737	Irritability	irritabilità
HP:0000738	Hallucinations	allucinazioni
HP:0000739	Anxiety	ansia
HP:0000740	Anxiety (with pheochromocytoma)	ansia (con feocromocitoma)
HP:0000741	Apathy	apatia
HP:0000742	Self-mutilation	automutilazione
HP:0000743	Frontal release signs	segni di rilascio frontale
HP:0000744	Low frustration tolerance	bassa tolleranza della frustrazione
HP:0000745	Lack of motivation	mancanza di motivazione
HP:0000746	Delusions	deliri
HP:0000748	Inappropriate laughter	risate inappropriate
HP:0000749	Paroxysmal bursts of laughter	scoppi di risa parossistiche
HP:0000750	Delayed speech and language development	ritardo dello sviluppo del linguaggio
HP:0000751	Personality changes	cambiamenti di personalità
HP:0000752	Hyperactivity	iperattività
HP:0000753	Autism with high cognitive abilities	autismo con alta capacità cognitive
HP:0000756	Agoraphobia	agorafobia
HP:0000757	Lack of insight	mancanza di comprensione
HP:0000758	Impaired use of nonverbal behaviors	alterato uso di comportamenti non verbali
HP:0000759	Abnormality of the peripheral nervous system	anomalia del sistema nervoso periferico
HP:0000762	Decreased nerve conduction velocity	ridotta velocità di conduzione del nervo
HP:0000763	Sensory neuropathy	neuropatia sensoriale
HP:0000764	Peripheral axonal degeneration	degenerazione assonale periferica
HP:0000765	Abnormality of the thorax	anomalia del torace
HP:0000766	Abnormality of the sternum	anomalia dello sterno
HP:0000767	Pectus excavatum	pectus excavatum
HP:0000768	Pectus carinatum	pectus carinatum
HP:0000769	Abnormality of the breast	anomalia del seno
HP:0000771	Gynecomastia	ginecomastia
HP:0000772	Abnormality of the ribs	anomalia delle costole
HP:0000773	Short ribs	costole corte
HP:0000774	Narrow chest	petto ristretto
HP:0000775	Abnormality of the diaphragm	anomalia del diaframma
HP:0000776	Congenital diaphragmatic hernia	ernia diaframmatica congenita
HP:0000777	Abnormality of the thymus	anomalia del timo
HP:0000778	Hypoplasia of the thymus	ipoplasia del timo
HP:0000782	Abnormality of the scapula	anomalia della scapola
HP:0000786	Primary amenorrhea	amenorrea primaria
HP:0000787	Nephrolithiasis	nefrolitiasi
HP:0000789	Infertility	infertilità
HP:0000790	Hematuria	ematuria
HP:0000791	Uric acid nephrolithiasis	nefrolitiasi da acido urico 
HP:0000792	Kidney malformation	malformazione renale
HP:0000793	Membranoproliferative glomerulonephritis	glomerulonefrite membrano-proliferativa
HP:0000794	IgA nephropathy	nefropatia da IgA
HP:0000795	Abnormality of the urethra	anomalia dell'uretra
HP:0000796	Urethral obstruction	ostruzione uretrale
HP:0000798	Oligospermia	oligospermia
HP:0000799	Fatty kidney	rene grasso
HP:0000800	Cystic renal dysplasia	displasia renale cistica
HP:0000802	Impotence	impotenza
HP:0000803	Renal cortical cysts	cisti corticali renali
HP:0000804	Xanthine nephrolithiasis	nefrolitiasi da xantina
HP:0000805	Enuresis	enuresi
HP:0000806	Selective proximal tubular damage	danno tubulare prossimale selettivo
HP:0000807	Glandular hypospadias	ipospadia ghiandolare
HP:0000808	Penoscrotal hypospadias	ipospadia peno-scrotale
HP:0000809	Urinary tract atresia	atresia delle vie urinarie
HP:0000811	Abnormal external genitalia	anomalie dei genitali esterni
HP:0000812	Abnormal internal genitalia	anomalie dei genitali interni
HP:0000813	Bicornuate uterus	utero bicornato
HP:0000814	Multiple small renal cortical cysts	piccole cisti multiple corticali renali
HP:0000815	Hypergonadotropic hypogonadism	ipogonadismo ipergonadotropo
HP:0000816	Abnormality of Krebs cycle metabolism	anomalia del metabolismo del ciclo di Krebs
HP:0000817	Poor eye contact	scarso contatto ocularie
HP:0000818	Abnormality of the endocrine system	anomalia del sistema endocrino
HP:0000819	Diabetes mellitus	diabete mellito
HP:0000820	Abnormality of the thyroid gland	anomalia della tiroide
HP:0000821	Hypothyroidism	ipotiroidismo
HP:0000822	Hypertension	ipertensione
HP:0000823	Delayed puberty	pubertà ritardata
HP:0000824	Growth hormone deficiency	deficit di ormone della crescita
HP:0000825	Hyperinsulinemic hypoglycemia	ipoglicemia iperinsulinemica
HP:0000826	Precocious puberty	pubertà precoce
HP:0000828	Abnormality of the parathyroid gland	anomalia della ghiandola paratiroidea
HP:0000829	Hypoparathyroidism	ipoparatiroidismo
HP:0000830	Anterior hypopituitarism	ipopituitarismo anteriore
HP:0000831	Insulin-resistant diabetes mellitus	diabete mellito insulino-resistente
HP:0000832	Primary hypothyroidism	ipotiroidismo primario
HP:0000833	Glucose intolerance	intolleranza al glucosio
HP:0000834	Abnormality of the adrenal glands	anomalia delle ghiandole surrenali
HP:0000835	Adrenal hypoplasia	ipoplasia surrenale
HP:0000836	Hyperthyroidism	ipertiroidismo
HP:0000837	Gonadotropin excess	eccesso di gonadotropinaa
HP:0000839	Pituitary dwarfism	nanismo ipofisario
HP:0000840	Adrenogenital syndrome	sindrome adrenogenitale
HP:0000841	Hyperactive renin-angiotensin system	sistema renina-angiotensina iperattivo
HP:0000842	Hyperinsulinemia	iperinsulinemia
HP:0000843	Hyperparathyroidism	iperparatiroidismo
HP:0000845	Growth hormone excess	eccesso di ormone della crescita
HP:0000846	Adrenal insufficiency	insufficienza surrenalica
HP:0000847	Abnormality of renin-angiotensin system	anomalia del sistema renina-angiotensina
HP:0000848	Increased circulating renin level	aumentato livello di renina circolante
HP:0000849	Adrenocortical abnormality	anomalia corticosurrenale
HP:0000851	Congenital hypothyroidism	ipotiroidismo congenito
HP:0000852	Pseudohypoparathyroidism	pseudoipoparatiroidismo
HP:0000853	Goiter	gozzo
HP:0000854	Thyroid adenoma	adenoma della tiroide
HP:0000855	Insulin resistance	insulino-resistenza
HP:0000857	Neonatal insulin-dependent diabetes mellitus	diabete mellito neonatale insulino-dipendente
HP:0000858	Menstrual irregularities	irregolarità mestruali
HP:0000859	Hyperaldosteronism	iperaldosteronismo
HP:0000860	Parathyroid hypoplasia	ipoplasia delle paratiroidi
HP:0000863	Central diabetes insipidus	diabete insipido centrale
HP:0000864	Abnormality of the hypothalamus-pituitary axis	anomalia dell'asse ipotalamo-ipofisi
HP:0000866	Euthyroid multinodular goiter	gozzo multinodulare eutiroideo
HP:0000867	Secondary hyperparathyroidism	iperparatiroidismo secondario
HP:0000868	Decreased fertility in females	diminuita fertilità nelle femmine
HP:0000869	Secondary amenorrhea	amenorrea secondaria
HP:0000870	Prolactin excess	eccesso di prolattina
HP:0000871	Panhypopituitarism	panipopituitarismo
HP:0000872	Hashimoto thyroiditis	tiroidite di Hashimoto
HP:0000873	Diabetes insipidus	diabete insipido
HP:0000875	Episodic hypertension	ipertensione episodica
HP:0000876	Oligomenorrhea	oligomenorrea
HP:0000877	Insulin-resistant diabetes mellitus at puberty	diabete mellito alla pubertà insulino-resistente
HP:0000878	11 pairs of ribs	11 paia di costole
HP:0000879	Short sternum	sterno corto
HP:0000882	Hypoplastic scapulae	scapole ipoplastiche
HP:0000883	Thin ribs	sottili costole
HP:0000884	Prominent sternum	sterno prominente
HP:0000885	Broad ribs	costole larghe
HP:0000886	Deformed rib cage	gabbia toracica deformata
HP:0000887	Cupped ribs	costole a coppa
HP:0000888	Horizontal ribs	costole orizzontali
HP:0000889	Abnormality of the clavicles	anomalia delle clavicole
HP:0000890	Long clavicles	lunghe clavicole
HP:0000891	Cervical ribs	costole cervicali
HP:0000892	Bifid ribs	costole bifide
HP:0000893	Bulging of the costochondral junction	rigonfiamenti della giunzione costocondrali
HP:0000894	Short clavicles	brevi clavicole
HP:0000895	Hooked clavicles	clavicole adunche
HP:0000896	Rib exostoses	esostosi della costola
HP:0000897	Rachitic rosary	rosario rachitico
HP:0000900	Thickened ribs	costole ispessite
HP:0000902	Rib fusion	fusione della costola
HP:0000904	Flaring of rib cage	gabbia toracica larga
HP:0000905	Progressive clavicular acroosteolysis	progressiva acroosteolisi clavicolare
HP:0000907	Anterior rib cupping	sporgenza anteriore delle coste
HP:0000910	Wide-cupped costochondral junctions	giunzioni costocondrali a coppa larga
HP:0000911	Flat glenoid fossa	fossa glenoide piatta
HP:0000912	Sprengel anomaly	anomalia di Sprengel
HP:0000913	Posterior rib fusion	fusione di costola posteriore
HP:0000914	Shield chest	petto a scudo
HP:0000915	Pectus excavatum of inferior sternum	pectus excavatum dello sterno inferiore
HP:0000916	Broad clavicles	clavicole larghe
HP:0000917	Superior pectus carinatum	superior pectus carinatum
HP:0000918	Scapular exostoses	esostosi scapolare
HP:0000919	Abnormality of the costochondral junction	anomalia delle giunzioni costocondrali
HP:0000920	Enlargement of the costochondral junction	allargamento delle giunzioni costocondrali
HP:0000921	Missing ribs	costole assenti
HP:0000922	Posterior rib cupping	sporgenza posteriore delle coste
HP:0000923	Beaded ribs	costole a rosario
HP:0000924	Abnormality of the skeletal system	anomalia del sistema scheletrico
HP:0000925	Abnormality of the vertebral column	anomalia della colonna vertebrale
HP:0000926	Platyspondyly	platispondilia
HP:0000927	Abnormality of skeletal maturation	anomalia della maturazione scheletrica
HP:0000929	Abnormality of the skull	anormalità del cranio
HP:0000930	Elevated imprint of the transverse sinuses	marcata solcatura dei seni trasversi
HP:0000931	Thinning and bulging of the posterior fossa bones	diradamento ed rigonfiamento delle ossa della fossa posteriore
HP:0000932	Abnormality of the posterior cranial fossa	anomalia della fossa cranica posteriore
HP:0000933	Posterior fossa cyst at the fourth ventricle	ciste fossa posteriore al quarto ventricolo
HP:0000934	Chondrocalcinosis	condrocalcinosi
HP:0000935	Thickened cortex of long bones	corteccia ispessita delle ossa lunghe
HP:0000938	Osteopenia	osteopenia
HP:0000939	Osteoporosis	osteoporosi
HP:0000940	Abnormal diaphysis morphology	morfologia anormale diafisi
HP:0000941	Short diaphyses	breve diafisi
HP:0000943	Dysostosis multiplex	disostosi multipla
HP:0000944	Abnormality of the metaphyses	anomalia della metafisi
HP:0000945	Flared irregular metaphyses	metafisi irregolare allargata 
HP:0000946	Hypoplastic ilia	ilia ipoplastico
HP:0000947	Dumbbell-shaped long bone	osso lungo a forma di manubrio
HP:0000951	Abnormality of the skin	anomalia della pelle
HP:0000952	Jaundice	ittero
HP:0000953	Hyperpigmentation of the skin	iperpigmentazione della pelle
HP:0000954	Single transverse palmar crease	singola piega palmare trasversa
HP:0000956	Acanthosis nigricans	acanthosis nigricans
HP:0000957	Cafe-au-lait spot	macchia cafe-au-lait
HP:0000958	Dry skin	pelle secca
HP:0000960	Sacral dimple	fossetta sacra
HP:0000961	Cyanosis	cianosi
HP:0000962	Hyperkeratosis	ipercheratosi
HP:0000963	Thin skin	pelle sottile
HP:0000964	Eczema	eczema
HP:0000965	Cutis marmorata	cutis marmorata
HP:0000966	Hypohidrosis	ipoidrosi
HP:0000967	Petechiae	petecchie
HP:0000968	Ectodermal dysplasia	displasia ectodermica
HP:0000969	Edema	edema
HP:0000970	Anhidrosis	anidrosi
HP:0000971	Abnormality of the sweat gland	anomalia della ghiandola di sudore
HP:0000972	Palmoplantar hyperkeratosis	ipercheratosi palmoplantare
HP:0000973	Cutis laxa	cutis laxa
HP:0000974	Hyperextensible skin	pelle della iperestensibilità
HP:0000975	Hyperhidrosis	iperidrosi
HP:0000976	Eczematoid dermatitis	dermatite Eczematoide
HP:0000977	Soft skin	pelle morbida
HP:0000978	Bruising susceptibility	suscettibilità ai lividi
HP:0000979	Purpura	purpura
HP:0000980	Pallor	pallore
HP:0000982	Palmoplantar keratoderma	cheratoderma palmoplantare
HP:0000987	Atypical scarring of skin	cicatrizzazione atipica della pelle
HP:0000988	Skin rash	eruzione cutanea
HP:0000989	Pruritus	prurito
HP:0000991	Xanthomatosis	xantomatosi
HP:0000992	Cutaneous photosensitivity	fotosensibilità cutanea
HP:0000993	Molluscoid pseudotumors	pseudotumori molluscoidi
HP:0000995	Pigmented nevi	nevo pigmentato
HP:0000996	Facial capillary hemangioma	emangioma capillare facciale
HP:0000997	Axillary freckling	lentiggini ascellari
HP:0000998	Hypertrichosis	ipertricosi
HP:0000999	Pyoderma	pioderma
HP:0001000	Abnormality of skin pigmentation	anomalia della pigmentazione della pelle
HP:0001001	Abnormality of subcutaneous fat tissue	anomalia del tessuto grasso sottocutaneo
HP:0001002	Decreased subcutaneous fat	grasso sottocutaneo diminuito
